œÀ¿—“,”—“‹≈_X,”—“‹≈_Y,œÀ¿—“_X,œÀ¿—“_Y,¿Î¸ÚËÚÛ‰‡,well_hash
b77e6ff069ae1e32a78d687b59ac7703,3561754.4309402867,15323514.743547404,12433611.721714353,37814611.54949806,50.42,7a959be39973208db7ae26ddea82fb8a
93b03192e539de336932ea455adc9ec6,3557846.9769466445,15322548.57626864,12426332.14952902,37808622.098169066,50.97,a1917c7975c40face71c0090738836d6
ac48576d40a88015267d1d2b4e2c134c,3557846.9769466445,15322548.57626864,12426332.14952902,37808622.098169066,50.97,a1917c7975c40face71c0090738836d6
b77e6ff069ae1e32a78d687b59ac7703,3557846.9769466445,15322548.57626864,12426332.14952902,37808622.098169066,50.97,a1917c7975c40face71c0090738836d6
93b03192e539de336932ea455adc9ec6,3561754.1943012844,15323504.521909686,12433607.21400875,37814588.41229203,50.42,6e853fc88aa5151c789e390a5d501499
b77e6ff069ae1e32a78d687b59ac7703,3561754.1943012844,15323504.521909686,12433607.21400875,37814588.41229203,50.42,6e853fc88aa5151c789e390a5d501499
93b03192e539de336932ea455adc9ec6,3561751.502582294,15323394.255451627,12433558.341757515,37814338.68244845,50.42,5a4202dcf17adc169ba49fb8dcd29072
ac48576d40a88015267d1d2b4e2c134c,3561751.502582294,15323394.255451627,12433558.341757515,37814338.68244845,50.42,5a4202dcf17adc169ba49fb8dcd29072
b77e6ff069ae1e32a78d687b59ac7703,3561751.502582294,15323394.255451627,12433558.341757515,37814338.68244845,50.42,5a4202dcf17adc169ba49fb8dcd29072
93b03192e539de336932ea455adc9ec6,3561750.126219323,15323324.272612825,12433527.90964378,37814180.511282206,50.42,e601d74a6d367d4bf0fb74216adb95b5
b77e6ff069ae1e32a78d687b59ac7703,3561750.126219323,15323324.272612825,12433527.90964378,37814180.511282206,50.42,e601d74a6d367d4bf0fb74216adb95b5
93b03192e539de336932ea455adc9ec6,3561740.8937291754,15322997.67036982,12433380.930806067,37813439.594348215,50.42,f63abcb03598c7026c30a5e15c5f79fe
ac48576d40a88015267d1d2b4e2c134c,3561740.8937291754,15322997.67036982,12433380.930806067,37813439.594348215,50.42,f63abcb03598c7026c30a5e15c5f79fe
b77e6ff069ae1e32a78d687b59ac7703,3561740.8937291754,15322997.67036982,12433380.930806067,37813439.594348215,50.42,f63abcb03598c7026c30a5e15c5f79fe
93b03192e539de336932ea455adc9ec6,3543403.5913293683,15294864.724513955,12389775.368412144,37732449.25292158,39.5,c57ab4d735d4d664cde2e65923f7a444
ac48576d40a88015267d1d2b4e2c134c,3543403.5913293683,15294864.724513955,12389775.368412144,37732449.25292158,39.5,c57ab4d735d4d664cde2e65923f7a444
93b03192e539de336932ea455adc9ec6,3561748.220416896,15323253.9940096,12433496.425218865,37814021.15915696,50.42,68a7b98a35fac011108c1cd70ee49ed3
b77e6ff069ae1e32a78d687b59ac7703,3561748.220416896,15323253.9940096,12433496.425218865,37814021.15915696,50.42,68a7b98a35fac011108c1cd70ee49ed3
93b03192e539de336932ea455adc9ec6,3561741.36700718,15323018.11364526,12433389.946217274,37813485.86876028,50.42,7de14f10c3041dc26bde644d77116518
b77e6ff069ae1e32a78d687b59ac7703,3561741.36700718,15323018.11364526,12433389.946217274,37813485.86876028,50.42,7de14f10c3041dc26bde644d77116518
93b03192e539de336932ea455adc9ec6,3561736.7094757482,15322827.446963087,12433305.433440758,37813054.04658596,50.42,376092d0125ed4345b8882d332f005c9
b77e6ff069ae1e32a78d687b59ac7703,3561736.7094757482,15322827.446963087,12433305.433440758,37813054.04658596,50.42,376092d0125ed4345b8882d332f005c9
93b03192e539de336932ea455adc9ec6,3561737.2593298717,15322857.215518964,12433318.31551443,37813121.29290349,50.42,f100d48d4b0b7d98cb5f17ae5dd6506c
b77e6ff069ae1e32a78d687b59ac7703,3561737.2593298717,15322857.215518964,12433318.31551443,37813121.29290349,50.42,f100d48d4b0b7d98cb5f17ae5dd6506c
93b03192e539de336932ea455adc9ec6,3561739.553926603,15322936.788722135,12433354.20509402,37813301.85376229,50.42,139f7e08e0ee1482519ba728cbc592a1
b77e6ff069ae1e32a78d687b59ac7703,3561739.553926603,15322936.788722135,12433354.20509402,37813301.85376229,50.42,139f7e08e0ee1482519ba728cbc592a1
93b03192e539de336932ea455adc9ec6,3546541.7897029393,15307474.070982896,12400357.035497496,37763776.92562007,51.15,80e7e02703c102858eabdc9fe3b9bd17
ac48576d40a88015267d1d2b4e2c134c,3546541.7897029393,15307474.070982896,12400357.035497496,37763776.92562007,51.15,80e7e02703c102858eabdc9fe3b9bd17
93b03192e539de336932ea455adc9ec6,3561734.7903659185,15322729.514481658,12433262.859642185,37812832.71204865,50.42,a4ab7c0046095d0edaa9912a70bd9a24
b77e6ff069ae1e32a78d687b59ac7703,3561734.7903659185,15322729.514481658,12433262.859642185,37812832.71204865,50.42,a4ab7c0046095d0edaa9912a70bd9a24
93b03192e539de336932ea455adc9ec6,3561736.3087217608,15322805.630712125,12433295.996559665,37813004.76646439,50.42,8b6c2950e9411bab171d55c1c800845c
ac48576d40a88015267d1d2b4e2c134c,3561736.3087217608,15322805.630712125,12433295.996559665,37813004.76646439,50.42,8b6c2950e9411bab171d55c1c800845c
93b03192e539de336932ea455adc9ec6,3546547.059387932,15307577.003814556,12400407.520812238,37764012.74474338,51.15,55f2b20ebe954493b876a5b2e6bc10bd
ac48576d40a88015267d1d2b4e2c134c,3546547.059387932,15307577.003814556,12400407.520812238,37764012.74474338,51.15,55f2b20ebe954493b876a5b2e6bc10bd
ac48576d40a88015267d1d2b4e2c134c,3546553.38253704,15307700.942068946,12400468.269964142,37764296.665840976,51.15,3eec5518468a51cd8052303486601247
93b03192e539de336932ea455adc9ec6,3561754.563661943,15316787.989291247,12430920.196637785,37799537.74153247,50.08,753e57acaa765da4b9fd44a612a30b4b
ac48576d40a88015267d1d2b4e2c134c,3561754.563661943,15316787.989291247,12430920.196637785,37799537.74153247,50.08,753e57acaa765da4b9fd44a612a30b4b
93b03192e539de336932ea455adc9ec6,3561804.679795549,15316844.450841267,12431031.197617078,37799713.3163995,50.08,8d2f1071fd97ab3f403e8ce847f4d43c
ac48576d40a88015267d1d2b4e2c134c,3561804.679795549,15316844.450841267,12431031.197617078,37799713.3163995,50.08,8d2f1071fd97ab3f403e8ce847f4d43c
93b03192e539de336932ea455adc9ec6,3546556.526567643,15307757.008361805,12400496.251529938,37764425.38159753,51.15,ade7c5bca6460d966b8523b72197c598
ac48576d40a88015267d1d2b4e2c134c,3546556.526567643,15307757.008361805,12400496.251529938,37764425.38159753,51.15,ade7c5bca6460d966b8523b72197c598
93b03192e539de336932ea455adc9ec6,3546543.8220164487,15307514.20527159,12400376.680629835,37763868.85137709,51.15,8624e651d8181e8464edc668a29973f8
ac48576d40a88015267d1d2b4e2c134c,3546543.8220164487,15307514.20527159,12400376.680629835,37763868.85137709,51.15,8624e651d8181e8464edc668a29973f8
93b03192e539de336932ea455adc9ec6,3546540.9243051237,15307453.29103639,12400347.19364507,37763729.51298156,51.15,38d49cedfcd1f024e56824b9a285b7e9
ac48576d40a88015267d1d2b4e2c134c,3546540.9243051237,15307453.29103639,12400347.19364507,37763729.51298156,51.15,38d49cedfcd1f024e56824b9a285b7e9
93b03192e539de336932ea455adc9ec6,3561577.8529286766,15316586.294855993,12430527.760172054,37798912.81233734,50.08,56c22d489907b380de190c17945e28d1
ac48576d40a88015267d1d2b4e2c134c,3561577.8529286766,15316586.294855993,12430527.760172054,37798912.81233734,50.08,56c22d489907b380de190c17945e28d1
93b03192e539de336932ea455adc9ec6,3561907.011877602,15316959.346518865,12431257.693100093,37800070.94163774,50.08,cb390f02ebff7e11c39217e334ff4ba4
ac48576d40a88015267d1d2b4e2c134c,3561907.011877602,15316959.346518865,12431257.693100093,37800070.94163774,50.08,cb390f02ebff7e11c39217e334ff4ba4
93b03192e539de336932ea455adc9ec6,3546537.1609126637,15307371.667358167,12400307.892520554,37763542.91966098,51.15,8cba2420cb3bf133aecdbcc967c3f628
ac48576d40a88015267d1d2b4e2c134c,3546537.1609126637,15307371.667358167,12400307.892520554,37763542.91966098,51.15,8cba2420cb3bf133aecdbcc967c3f628
93b03192e539de336932ea455adc9ec6,3558284.3253530767,15312533.225110978,12423095.940051325,37786606.815369904,49.46,9d9c447a3f4544b56c9589367168e335
ac48576d40a88015267d1d2b4e2c134c,3558284.3253530767,15312533.225110978,12423095.940051325,37786606.815369904,49.46,9d9c447a3f4544b56c9589367168e335
93b03192e539de336932ea455adc9ec6,3546543.166886964,15307503.606086338,12400371.283606747,37763844.45853483,51.15,3b33b93f93c2dd4cccadeaf9ddd9d671
ac48576d40a88015267d1d2b4e2c134c,3546543.166886964,15307503.606086338,12400371.283606747,37763844.45853483,51.15,3b33b93f93c2dd4cccadeaf9ddd9d671
93b03192e539de336932ea455adc9ec6,3546533.138585645,15307250.27552764,12400252.22110912,37763266.95672928,51.15,3fda519da8f720c7507f9817e7fed9ac
ac48576d40a88015267d1d2b4e2c134c,3546533.138585645,15307250.27552764,12400252.22110912,37763266.95672928,51.15,3fda519da8f720c7507f9817e7fed9ac
93b03192e539de336932ea455adc9ec6,3546537.527251521,15307381.849918228,12400312.613386285,37763566.09624033,51.15,80d6bd4ef8b47a3dfd43d5623a081e76
ac48576d40a88015267d1d2b4e2c134c,3546537.527251521,15307381.849918228,12400312.613386285,37763566.09624033,51.15,80d6bd4ef8b47a3dfd43d5623a081e76
93b03192e539de336932ea455adc9ec6,3558339.4761144314,15312614.633123558,12423225.804884328,37786843.22017665,49.46,5a6f924f9bac7b13d44b26d9a2927bf4
ac48576d40a88015267d1d2b4e2c134c,3558339.4761144314,15312614.633123558,12423225.804884328,37786843.22017665,49.46,5a6f924f9bac7b13d44b26d9a2927bf4
ac48576d40a88015267d1d2b4e2c134c,3558339.4761144314,15312614.633123558,12423225.804884328,37786843.22017665,49.46,5ba876bfbaa7fbe584fa97f8617dfac3
93b03192e539de336932ea455adc9ec6,3562079.277682649,15317153.608366547,12431639.314276274,37800674.86477784,50.08,268771f7620e8d46c42b72793cae0751
ac48576d40a88015267d1d2b4e2c134c,3562079.277682649,15317153.608366547,12431639.314276274,37800674.86477784,50.08,268771f7620e8d46c42b72793cae0751
93b03192e539de336932ea455adc9ec6,3546540.3822376267,15307443.130091636,12400342.17143434,37763706.21284751,51.15,b9e16cfb6864c2997566cc01a44d7e72
ac48576d40a88015267d1d2b4e2c134c,3546540.3822376267,15307443.130091636,12400342.17143434,37763706.21284751,51.15,b9e16cfb6864c2997566cc01a44d7e72
93b03192e539de336932ea455adc9ec6,3558270.3745757267,15312512.624646213,12423063.08672534,37786546.99777281,49.46,ce2fccc335c8beb19a29ac729f441211
ac48576d40a88015267d1d2b4e2c134c,3558270.3745757267,15312512.624646213,12423063.08672534,37786546.99777281,49.46,ce2fccc335c8beb19a29ac729f441211
93b03192e539de336932ea455adc9ec6,3562097.404225578,15317174.1595216,12431679.514139693,37800738.65885752,50.08,a2d46cb2c0cce62767b4cd7dacc28d1e
ac48576d40a88015267d1d2b4e2c134c,3562097.404225578,15317174.1595216,12431679.514139693,37800738.65885752,50.08,a2d46cb2c0cce62767b4cd7dacc28d1e
93b03192e539de336932ea455adc9ec6,3546544.5298643764,15307524.734781332,12400382.142769855,37763893.13968151,51.15,75775ea5f538c99d1fb5f46b383cd08a
ac48576d40a88015267d1d2b4e2c134c,3546544.5298643764,15307524.734781332,12400382.142769855,37763893.13968151,51.15,75775ea5f538c99d1fb5f46b383cd08a
93b03192e539de336932ea455adc9ec6,3546535.39150544,15307321.128287453,12400284.54762014,37763427.93521506,51.15,749bec5329ae4975b962a3b76c021abc
ac48576d40a88015267d1d2b4e2c134c,3546535.39150544,15307321.128287453,12400284.54762014,37763427.93521506,51.15,749bec5329ae4975b962a3b76c021abc
93b03192e539de336932ea455adc9ec6,3546536.902606333,15307361.94649353,12400303.54698061,37763520.88342731,51.15,744b75db1f4f30b28579246cfed2cd5b
ac48576d40a88015267d1d2b4e2c134c,3546536.902606333,15307361.94649353,12400303.54698061,37763520.88342731,51.15,744b75db1f4f30b28579246cfed2cd5b
93b03192e539de336932ea455adc9ec6,3561773.4354887214,15316809.155835062,12430961.957473168,37799603.64407025,50.08,c582fb9a885a77aaf3c29597b19f71c9
ac48576d40a88015267d1d2b4e2c134c,3561773.4354887214,15316809.155835062,12430961.957473168,37799603.64407025,50.08,c582fb9a885a77aaf3c29597b19f71c9
93b03192e539de336932ea455adc9ec6,3561935.2114072912,15316990.935353026,12431320.079046287,37800169.32879222,50.08,d66319ad6c73028717fd6d4c911ff3ba
ac48576d40a88015267d1d2b4e2c134c,3561935.2114072912,15316990.935353026,12431320.079046287,37800169.32879222,50.08,d66319ad6c73028717fd6d4c911ff3ba
93b03192e539de336932ea455adc9ec6,3546538.0731502837,15307392.22900845,12400317.729648044,37763589.88896488,51.15,93975028fa56d84f53887b672cc1256b
ac48576d40a88015267d1d2b4e2c134c,3546538.0731502837,15307392.22900845,12400317.729648044,37763589.88896488,51.15,93975028fa56d84f53887b672cc1256b
93b03192e539de336932ea455adc9ec6,3546535.791744646,15307331.376090387,12400289.354395265,37763451.29117628,51.15,220ed0a1cd9f15ba3053f16405bb581d
ac48576d40a88015267d1d2b4e2c134c,3546535.791744646,15307331.376090387,12400289.354395265,37763451.29117628,51.15,220ed0a1cd9f15ba3053f16405bb581d
93b03192e539de336932ea455adc9ec6,3561898.4694742607,15316949.763706598,12431238.789222036,37800041.10680428,50.08,c1e45aa4c4e7fd37dbcd247ab0302d07
ac48576d40a88015267d1d2b4e2c134c,3561898.4694742607,15316949.763706598,12431238.789222036,37800041.10680428,50.08,c1e45aa4c4e7fd37dbcd247ab0302d07
93b03192e539de336932ea455adc9ec6,3546534.755018959,15307301.149651125,12400275.43022933,37763382.54227129,51.15,e30682674316c62c504bfc54e4fb460b
ac48576d40a88015267d1d2b4e2c134c,3546534.755018959,15307301.149651125,12400275.43022933,37763382.54227129,51.15,e30682674316c62c504bfc54e4fb460b
93b03192e539de336932ea455adc9ec6,3551899.7939980887,15305008.65568646,12408822.281841574,37763496.27557174,50.24,d792a2c1d8d26880a4a8f5f294e03045
ac48576d40a88015267d1d2b4e2c134c,3551899.7939980887,15305008.65568646,12408822.281841574,37763496.27557174,50.24,d792a2c1d8d26880a4a8f5f294e03045
93b03192e539de336932ea455adc9ec6,3558117.583338396,15312286.20807624,12422702.952762116,37785890.07983337,49.46,ed9d29c6b7eb1204608e2741ead69c25
ac48576d40a88015267d1d2b4e2c134c,3558117.583338396,15312286.20807624,12422702.952762116,37785890.07983337,49.46,ed9d29c6b7eb1204608e2741ead69c25
93b03192e539de336932ea455adc9ec6,3561965.7670120937,15317025.042719318,12431387.629041106,37800275.66568844,50.08,046568c4bd1c6343c5f932ef6a21b112
ac48576d40a88015267d1d2b4e2c134c,3561965.7670120937,15317025.042719318,12431387.629041106,37800275.66568844,50.08,046568c4bd1c6343c5f932ef6a21b112
93b03192e539de336932ea455adc9ec6,3545676.924703824,15299807.279433893,12395763.44646348,37745749.98835246,51.24,a38049275cf8e4026f9e1a9d4f0951fd
ac48576d40a88015267d1d2b4e2c134c,3545676.924703824,15299807.279433893,12395763.44646348,37745749.98835246,51.24,a38049275cf8e4026f9e1a9d4f0951fd
93b03192e539de336932ea455adc9ec6,3558047.5601389594,15312181.885382986,12422537.682695175,37785587.76945447,50.3,b7154b754e07429ace34ce12bf6ebff0
ac48576d40a88015267d1d2b4e2c134c,3558047.5601389594,15312181.885382986,12422537.682695175,37785587.76945447,50.3,b7154b754e07429ace34ce12bf6ebff0
b77e6ff069ae1e32a78d687b59ac7703,3558047.5601389594,15312181.885382986,12422537.682695175,37785587.76945447,50.3,b7154b754e07429ace34ce12bf6ebff0
93b03192e539de336932ea455adc9ec6,3545625.4598196535,15299744.527749127,12395647.549174827,37745558.99789184,51.24,0b0688c9273d26bdd4870035682648cf
ac48576d40a88015267d1d2b4e2c134c,3545625.4598196535,15299744.527749127,12395647.549174827,37745558.99789184,51.24,0b0688c9273d26bdd4870035682648cf
93b03192e539de336932ea455adc9ec6,3546064.51410632,15300281.45206271,12396636.91805366,37747191.90704208,51.08,e3522abc028d4eb088ed356cd3d2e49c
ac48576d40a88015267d1d2b4e2c134c,3546064.51410632,15300281.45206271,12396636.91805366,37747191.90704208,51.08,e3522abc028d4eb088ed356cd3d2e49c
93b03192e539de336932ea455adc9ec6,3557964.9895627555,15312058.459584855,12422342.634153696,37785230.370463535,50.28,798dfaf310560d3b3ccb245668d82f22
ac48576d40a88015267d1d2b4e2c134c,3557964.9895627555,15312058.459584855,12422342.634153696,37785230.370463535,50.28,798dfaf310560d3b3ccb245668d82f22
93b03192e539de336932ea455adc9ec6,3545667.908023235,15299796.383665605,12395743.180546716,37745716.747131616,51.24,1ff7059b2cad138a0733080d30e2b7f9
ac48576d40a88015267d1d2b4e2c134c,3545667.908023235,15299796.383665605,12395743.180546716,37745716.747131616,51.24,1ff7059b2cad138a0733080d30e2b7f9
93b03192e539de336932ea455adc9ec6,3545979.5713488366,15300178.318157574,12396445.80480748,37746877.65827224,51.08,46171066a30a051265d496e712652f72
ac48576d40a88015267d1d2b4e2c134c,3545979.5713488366,15300178.318157574,12396445.80480748,37746877.65827224,51.08,46171066a30a051265d496e712652f72
93b03192e539de336932ea455adc9ec6,3551678.5750159537,15304680.96989259,12408300.91414467,37762545.45128416,50.24,6feafe3b26a5897dfcc35d6cac079918
ac48576d40a88015267d1d2b4e2c134c,3551678.5750159537,15304680.96989259,12408300.91414467,37762545.45128416,50.24,6feafe3b26a5897dfcc35d6cac079918
93b03192e539de336932ea455adc9ec6,3549585.0933809583,15301846.553081393,12403473.690636694,37754144.855933055,47.4,188a5a76c14551bbe9dfeeb39f78267d
ac48576d40a88015267d1d2b4e2c134c,3549585.0933809583,15301846.553081393,12403473.690636694,37754144.855933055,47.4,188a5a76c14551bbe9dfeeb39f78267d
93b03192e539de336932ea455adc9ec6,3551356.134187845,15304207.748160224,12407542.748558044,37761169.4268363,50.09,9d51046a3937bb92f09e7b051a3f8d72
ac48576d40a88015267d1d2b4e2c134c,3551356.134187845,15304207.748160224,12407542.748558044,37761169.4268363,50.09,9d51046a3937bb92f09e7b051a3f8d72
93b03192e539de336932ea455adc9ec6,3551941.4103602637,15305070.336253468,12408920.377206406,37763675.22664929,50.24,b096ff65fdedb9b12216e48c146ec6e3
ac48576d40a88015267d1d2b4e2c134c,3551941.4103602637,15305070.336253468,12408920.377206406,37763675.22664929,50.24,b096ff65fdedb9b12216e48c146ec6e3
93b03192e539de336932ea455adc9ec6,3551955.17543334,15305090.234078782,12408952.621774087,37763733.287950605,50.24,17fef7979c2165e83ffe13fa77fb4b2d
ac48576d40a88015267d1d2b4e2c134c,3551955.17543334,15305090.234078782,12408952.621774087,37763733.287950605,50.24,17fef7979c2165e83ffe13fa77fb4b2d
93b03192e539de336932ea455adc9ec6,3545633.766027795,15299754.75476328,12395666.29417422,37745590.04513972,51.2,c6e8bc28c76575e4e260ecb0615cf820
ac48576d40a88015267d1d2b4e2c134c,3545633.766027795,15299754.75476328,12395666.29417422,37745590.04513972,51.2,c6e8bc28c76575e4e260ecb0615cf820
ac48576d40a88015267d1d2b4e2c134c,3545633.766027795,15299754.75476328,12395666.29417422,37745590.04513972,51.2,523c4f50cbaffe9c9203fba5f26570d0
93b03192e539de336932ea455adc9ec6,3546022.016812433,15300229.78492956,12396541.275626915,37747034.53279904,51.08,84bb8989077a42475e6eda737c24b084
ac48576d40a88015267d1d2b4e2c134c,3546022.016812433,15300229.78492956,12396541.275626915,37747034.53279904,51.08,84bb8989077a42475e6eda737c24b084
93b03192e539de336932ea455adc9ec6,3551411.5830396526,15304289.793977546,12407673.394460374,37761407.5526478,50.09,ad448f651f077f51f1975bf54aa6e619
ac48576d40a88015267d1d2b4e2c134c,3551411.5830396526,15304289.793977546,12407673.394460374,37761407.5526478,50.09,ad448f651f077f51f1975bf54aa6e619
93b03192e539de336932ea455adc9ec6,3551872.1532924995,15304967.785218827,12408757.1675778,37763377.63621032,50.24,cbe36da0a4d1deebba416c2e009b9ef0
ac48576d40a88015267d1d2b4e2c134c,3551872.1532924995,15304967.785218827,12408757.1675778,37763377.63621032,50.24,cbe36da0a4d1deebba416c2e009b9ef0
ac48576d40a88015267d1d2b4e2c134c,3551872.1532924995,15304967.785218827,12408757.1675778,37763377.63621032,50.24,f43e0324e0704e512e8677171c51b37b
93b03192e539de336932ea455adc9ec6,3545583.1636842405,15299693.034808625,12395552.331306605,37745402.21087735,51.24,323f5a71efc9280fcd2ac4197f36b572
ac48576d40a88015267d1d2b4e2c134c,3545583.1636842405,15299693.034808625,12395552.331306605,37745402.21087735,51.24,323f5a71efc9280fcd2ac4197f36b572
93b03192e539de336932ea455adc9ec6,3546132.436235833,15300364.694834748,12396790.046440845,37747444.923171945,51.08,93fe6fe98c9e803d3e734ecc836d700c
ac48576d40a88015267d1d2b4e2c134c,3546132.436235833,15300364.694834748,12396790.046440845,37747444.923171945,51.08,93fe6fe98c9e803d3e734ecc836d700c
93b03192e539de336932ea455adc9ec6,3558131.6000332795,15312306.616980566,12422735.84571579,37785949.53267997,49.46,e4065cec4c7309bf698e9bb35e7410d5
ac48576d40a88015267d1d2b4e2c134c,3558131.6000332795,15312306.616980566,12422735.84571579,37785949.53267997,49.46,e4065cec4c7309bf698e9bb35e7410d5
93b03192e539de336932ea455adc9ec6,3545608.6209945017,15299724.034915505,12395609.644250724,37745496.59484257,51.24,388ce77c9326a8ca9bf81af1793dd10f
ac48576d40a88015267d1d2b4e2c134c,3545608.6209945017,15299724.034915505,12395609.644250724,37745496.59484257,51.24,388ce77c9326a8ca9bf81af1793dd10f
93b03192e539de336932ea455adc9ec6,3546056.1952038864,15300271.030249946,12396618.072710805,37747160.41084693,51.08,2f70ab72a25df7d2c2c4c12eabac53b2
ac48576d40a88015267d1d2b4e2c134c,3546056.1952038864,15300271.030249946,12396618.072710805,37747160.41084693,51.08,2f70ab72a25df7d2c2c4c12eabac53b2
93b03192e539de336932ea455adc9ec6,3551287.0706892526,15304106.35231925,12407380.34265467,37760874.61451645,50.09,8691aa2a0555c8ecf7a7dc5cb59da057
ac48576d40a88015267d1d2b4e2c134c,3551287.0706892526,15304106.35231925,12407380.34265467,37760874.61451645,50.09,8691aa2a0555c8ecf7a7dc5cb59da057
93b03192e539de336932ea455adc9ec6,3551467.2307788082,15304372.081369247,12407804.487878127,37761646.41446028,50.09,eba55afd6154ccb1f102b29e55feac11
ac48576d40a88015267d1d2b4e2c134c,3551467.2307788082,15304372.081369247,12407804.487878127,37761646.41446028,50.09,eba55afd6154ccb1f102b29e55feac11
93b03192e539de336932ea455adc9ec6,3551706.0204752577,15304722.65869728,12408366.011447245,37762665.7333566,50.24,36ccb5a141baca1eac83e3fd5b2e4006
ac48576d40a88015267d1d2b4e2c134c,3551706.0204752577,15304722.65869728,12408366.011447245,37762665.7333566,50.24,36ccb5a141baca1eac83e3fd5b2e4006
93b03192e539de336932ea455adc9ec6,3551775.5807690923,15304825.670706015,12408529.940444615,37762964.65356816,50.24,053c7b37c95c4617f331791134227db7
ac48576d40a88015267d1d2b4e2c134c,3551775.5807690923,15304825.670706015,12408529.940444615,37762964.65356816,50.24,053c7b37c95c4617f331791134227db7
93b03192e539de336932ea455adc9ec6,3545658.8397849714,15299785.457273027,12395722.81142498,37745683.38682357,51.24,644c2322bf8c1ecbce7e578eb81fa842
ac48576d40a88015267d1d2b4e2c134c,3545658.8397849714,15299785.457273027,12395722.81142498,37745683.38682357,51.24,644c2322bf8c1ecbce7e578eb81fa842
93b03192e539de336932ea455adc9ec6,3546030.569407519,15300240.19911693,12396560.530164486,37747066.24063037,51.08,7709ba31a07079eb99c9a6e603a7f955
ac48576d40a88015267d1d2b4e2c134c,3546030.569407519,15300240.19911693,12396560.530164486,37747066.24063037,51.08,7709ba31a07079eb99c9a6e603a7f955
93b03192e539de336932ea455adc9ec6,3551257.3886109083,15304063.107640656,12407310.67724487,37760748.65683276,50.09,41191393a514bca093c523acfe04759f
ac48576d40a88015267d1d2b4e2c134c,3551257.3886109083,15304063.107640656,12407310.67724487,37760748.65683276,50.09,41191393a514bca093c523acfe04759f
93b03192e539de336932ea455adc9ec6,3551733.9595378186,15304764.14087213,12408431.896807386,37762786.03550188,50.24,5802df19871a6aed48dc19bf9ce69046
ac48576d40a88015267d1d2b4e2c134c,3551733.9595378186,15304764.14087213,12408431.896807386,37762786.03550188,50.24,5802df19871a6aed48dc19bf9ce69046
93b03192e539de336932ea455adc9ec6,3558200.5709877983,15312408.882083587,12422898.436208047,37786246.20234682,49.46,f53a2c38f34891b7e4d6abee97310b75
