Скважина;Дата;ГТМ;Метод;Характер работы;Состояние;Время работы, ч;Время накопления;Нефть, т;Попутный газ, м3;Закачка, м3;Природный газ, м3;Газ из газовой шапки, м3;Конденсат, т;Простой, ч;Причина простоя;Приемистость, м3/сут;Обводненность (вес), %;Агент закачки;Нефть, м3;Жидкость, м3;Дебит конденсата;Добыча растворенного газа, м3;Дебит попутного газа, м3/сут;Пласт МЭР;Куст;Тип скважины;Диаметр экспл.колонны;Диаметр НКТ;Диаметр штуцера;Глубина верхних дыр перфорации;Удлинение;Способ эксплуатации;Тип насоса;Производительность ЭЦН;Напор;Частота;Коэффициент сепарации;Глубина спуска;Буферное давление;Давление в линии;Пластовое давление;Динамическая высота;Затрубное давление;Давление на приеме;Забойное давление;Дебит жидкости;Обводненность;Состояние на конец месяца;Давление наcыщения;Газовый фактор;Температура пласта;SKIN;JD факт;Дата ГРП;Фирма ГРП;Вязкость нефти в пластовых условиях;Вязкость воды в пластовых условиях;Вязкость жидкости в пласт. условиях;объемный коэффициент;Плотность нефти;Плотность воды;Высота перфорации;Удельный коэффициент;Коэффициент продуктивности;ТП - Забойное давление;ТП(ИДН) Дебит жидкости;ТП(ИДН) Дебит жидкости скорр-ый;ТП - JD опт.;ТП - SKIN;К пр от стимуляции;ТП(ГРП) Дебит жидкости;ТП(ГРП) Дебит жидкости скорр-ый;Глубина спуска.1;КВЧ;Время до псевдоуст-ся режима;Причина простоя.1;Примечание;Дата запуска после КРС;Дата пуска;Дата останова;Радиус контура питания;Мероприятия;Номер бригады;Фонтан через насос;Нерентабельная;Неустановившийся режим;Дата ввода в эксплуатацию;Назначение по проекту;Замерное забойное давление;Группа фонда;Нефтенасыщенная толщина;Плотность раствора глушения;Глубина текущего забоя;Тип дополнительного оборудования;Диаметр дополнительного оборудования;Глубина спуска доп. оборудования;Тип газосепаратора;Марка ПЭД;Мощность ПЭД;I X/X;Ток номинальный;Ток рабочий;Число качаний ШГН;Длина хода плунжера ШГН;Диаметр плунжера;Станок-качалка;Коэффициент подачи насоса;Тип ГЗУ;ДНС;КНС;КН закрепленный;Пластовое давление начальное;Характеристический дебит жидкости;Время в работе;Время в накоплении;ГП - Забойное давление;ГП(ИДН) Дебит жидкости;ГП(ИДН) Дебит жидкости скорр-ый;ГП(ИДН) Прирост дефита нефти;ГП(ГРП) Дебит жидкости;ГП(ГРП) Дебит жидкости скорр-ый;ГП - Общий прирост Qн
fe017a547ac58cc7366a60cc6bcd3915;01.01.2014;;;;;;;;;;;;;;;;;;;;;;;АС10;10R;Наклонно-направленно;146.8;67.1;0.0;2993.29;654.99;ЭЦН;ВНН-100-2350;100.0;2350.0;47.0;0.7;2199.99;16.апр;15.апр;198.0;2085.0;17.0;27.0;74.66158484319409;80.0;34.0;В работе;80.9;36.0;87.0;-4.7;0.420968571918577;42648.7881944444;;янв.67;0.5;1.6688651716832599;01.дек;0.87;01.март;06.март;8.41578171175854;0.6493648596313499;74.66158484319409;79.9978001722188;80.0;0.5879499646601539;-5.373221008548452;0.906396632520245;111.662550890559;111.662550890559;2199.99;80.0;30.208218503882197;;;42655.6319444444;42655.6319444444;42607.0840277778;250.0;;2.0;нет;нет;нет;40544.0;Нефтяные;0.0;Действующий;190.0;0.8891074712397901;3143.0;;0.0;0.0;;ПЭДН63-117-1900;50.0;0.0;42.0;22.0;0.0;0.0;0.0;;0.0;Массомер ();ДНС-1;;0.0;231.0;284.698160940283;0.0;0.0;25.апр;102.76878350395701;102.76878350395701;13.073835487972099;143.446750951492;143.446750951492;36.431124396346604
fe017a547ac58cc7366a60cc6bcd3915;29.01.2014;;;;;;;;;;;;;;;;;;;;;;;АС10;10R;Наклонно-направленно;146.8;67.1;0.0;2993.29;654.99;ЭЦН;ВНН-100-2350;100.0;2350.0;46.4;0.7;2199.99;16.0;15.0;198.0;2086.0;16.апр;27.0;74.576652784796;79.0;33.0;В работе;80.9;36.0;87.0;-4.7;0.42094819339225104;42648.7881944444;;янв.67;0.5;1.6688985269721999;01.дек;0.87;01.март;06.март;8.30543367006984;0.64083755522914;74.576652784796;78.9977735166888;79.0;0.590117747319244;-5.37946894629122;0.897792064705603;110.67324880379999;110.67324880379999;2199.99;80.0;30.6101841385881;;;42655.6319444444;42655.6319444444;42607.0840277778;250.0;;2.0;нет;нет;нет;40544.0;Нефтяные;75.0;Действующий;190.0;0.8891074712397901;3143.0;;0.0;0.0;;ПЭДН63-117-1900;50.0;0.0;42.0;22.0;0.0;0.0;0.0;;0.0;Массомер ();ДНС-1;;0.0;231.0;280.96518810328;0.0;0.0;25.0;101.46595408784599;101.46595408784599;13.0954046378056;142.15042123316098;142.15042123316098;36.8103805368097
8f3131afe66d3266c23142786786b265;01.05.2014;1.0;ФОН;НЕФ;ОСВ ТГ;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;Освоение после бурения;0;0;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8f3131afe66d3266c23142786786b265;31.05.2014;1.0;ЭЦН/ФОН;НЕФ;РАБ.;525.0;0.0;661.2;31145.0;0.0;0.0;0.0;0;0.0;;0;37.9;;760.01;1151.59;0;31144.75;1423.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8f3131afe66d3266c23142786786b265;01.07.2014;0.0;ЭЦН;НЕФ;РАБ.;738.0;0.0;1525;63190.0;0.0;0.0;0.0;0;6.0;Геологич.причина;0;56.2;;1752.88;3651.78;0;63189.9;2054.96;АС10;17;Наклонно-направленно;146.8;67.7;0.0;2522.0;173.03;ЭЦН;D700EZ-2300;80.0;2300.0;45.3;0.7;2420.0;8.0;7.0;170.0;870.0;07.янв;142.0;150.521967230495;107.0;33.0;В работе;80.9;36.0;87.0;0.0;0.141438644408783;;;янв.67;0.5;1.6688985269721999;01.дек;0.87;01.март;11.0;121.50094551636002;5.49336790148145;40.0;674.118357063702;674.118357063702;0.33035504562338003;-4.0469997669795;12.837708498259197;1575.37873241211;930.0;2420.0;100.0;1.74368227418057;;;42926.125;42926.125;42897.0;250.0;;0.0;нет;нет;нет;42914.0;Нефтяные;0.0;Действующий;12.июль;0.7599075339404079;2550.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;Массомер ();ДНС-1;КНС-1;0.0;231.0;7176.65373965745;0.0;0.0;17.0;730.463623595134;730.463623595134;363.41694619360396;1707.05462231422;930.0;479.7267
8f3131afe66d3266c23142786786b265;01.08.2014;0.0;ЭЦН;НЕФ;РАБ.;720.0;0.0;2345.15;99543.0;0.0;0.0;0.0;0;0.0;;0;30.сент;;2695.58;3715.26;0;99542.59;3318.09;АС10;17;Наклонно-направленно;146.8;67.7;0.0;2522.0;173.03;ЭЦН;D700EZ-2300;80.0;2300.0;49.0;0.7;2420.0;9.0;8.0;215.0;1351.0;9.0;99.0;107.37011063317101;119.0;24.0;В работе;80.9;36.0;87.0;0.0;0.141438644408783;;;янв.67;0.5;1.6691987845834;01.дек;0.87;01.март;11.0;24.4586886166002;1.10564082802704;40.0;184.799490700359;184.799490700359;0.449321483831688;-4.84846803165022;3.5143024248175903;587.3890343143551;587.3890343143551;2420.0;120.0;8.663471891191259;;;42926.125;42926.125;42897.0;250.0;;0.0;нет;нет;нет;42914.0;Нефтяные;128.0;Действующий;12.июль;0.961059528218751;2550.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;Массомер ();ДНС-1;КНС-1;0.0;231.0;1444.6927831010598;0.0;0.0;18.0;195.694507885932;195.694507885932;50.710408614178;622.019073602984;622.019073602984;332.59621146629297
8f3131afe66d3266c23142786786b265;31.08.2014;;;;;;;;;;;;;;;;;;;;;;;АС10;17;Наклонно-направленно;146.8;67.7;0.0;2522.0;173.03;ЭЦН;D700EZ-2300;80.0;2300.0;54.0;0.7;2420.0;10.0;9.0;215.0;1650.0;10.0;75.0;83.37378840777059;123.0;25.0;В работе;80.9;36.0;87.0;0.0;0.141438644408783;;;янв.67;0.5;1.6691654172913502;01.дек;0.87;01.март;11.0;20.671555060133397;0.9344643328416008;40.0;156.245978400661;156.245978400661;0.46697014549210497;-4.9325814875811;3.0868798498307504;516.138011255532;516.138011255532;2420.0;272.0;10.2504588979207;;;42926.125;42926.125;42897.0;250.0;;0.0;нет;нет;нет;42914.0;Нефтяные;128.0;Действующий;12.июль;0.961059528218751;2550.0;;0.0;0.0;;ПЭДН63-117-1900;50.0;0.0;42.0;0.0;0.0;0.0;0.0;;0.0;Массомер ();ДНС-1;КНС-1;0.0;231.0;1220.99949343082;0.0;0.0;19.0;165.189359407358;165.189359407358;27.5285570133012;545.681292522332;545.681292522332;275.799543370822
8f3131afe66d3266c23142786786b265;01.10.2014;;;;;;;;;;;;;;;;;;;;;;;АС10;17;Наклонно-направленно;146.8;67.7;0.0;2522.0;173.03;ЭЦН;D700EZ-2300;80.0;2300.0;54.0;0.7;2420.0;11.июнь;10.июнь;215.0;1868.0;11.февр;59.0;67.36146612841999;120.0;25.0;В работе;80.9;36.0;87.0;0.0;0.14068079297883898;;;янв.67;0.5;1.6691654172913502;01.дек;0.87;01.март;11.0;18.076952581956;0.817174488574626;40.0;136.634671869328;136.634671869328;0.482609468076974;-5.0019772551714015;2.7898349971326803;466.47098597961195;466.47098597961195;2420.0;36.0;11.7217171721471;;;42926.125;42926.125;42897.0;250.0;;0.0;нет;нет;нет;42914.0;Нефтяные;0.0;Действующий;12.июль;0.961059528218751;2550.0;;0.0;0.0;;ПЭДН63-117-1900;50.0;0.0;42.0;0.0;0.0;0.0;0.0;;0.0;Массомер ();ДНС-1;КНС-1;0.0;231.0;1067.74501875326;0.0;0.0;20.июнь;144.038048559104;144.038048559104;15.6848266848152;491.7461257139911;491.7461257139911;242.564347028379
cda627efd1549ecb72fa7931685d5aa3;01.12.2011;0.0;ЭЦН/ФОН;НЕФ;РАБ.;111.0;0.0;388.69;13993.0;0.0;0.0;0.0;0;0.0;Ввод новой скважины;0;33.7;;446.77;638.25;0;13993.02;3025.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cda627efd1549ecb72fa7931685d5aa3;01.01.2012;0.0;ЭЦН;НЕФ;РАБ.;669.0;0.0;752.42;27087.0;0.0;0.0;0.0;0;3.0;Ремонт запорной арматуры;0;80.4;;864.85;3861.44;0;27087.12;971.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cda627efd1549ecb72fa7931685d5aa3;29.01.2012;0.0;ЭЦН;НЕФ;РАБ.;744.0;0.0;765.52;27559.0;0.0;0.0;0.0;0;0.0;;0;81.6;;879.91;4171;0;27558.79;888.99;АС10;19;Горизонтально;159.6;73.0;32.0;2817.13;461.08;ЭЦН;ВНН-100-2250;100.0;2265.0;50.0;0.7;2570.0;21.0;20.0;0.0;808.0;17.0;171.0;189.966756056771;142.0;78.0;В работе;80.9;36.0;87.0;0.0;0.0;;;янв.67;0.5;1.6673988577818601;01.дек;0.87;01.март;июнь.25;0.0;0.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;76.0;0.0;;;42031.375;42031.375;41956.0;250.0;;0.0;нет;нет;нет;42006.0;Нефтяные;195.0;Действующий;0.0;0.0;3376.35;Хвостовик;99.2;3376.8;;Пэд-63-117;45.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;();ДНС-1;КНС-1;0.0;231.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0
cda627efd1549ecb72fa7931685d5aa3;29.02.2012;0.0;ЭЦН;НЕФ;РАБ.;720.0;0.0;961.67;34620.0;0.0;0.0;0.0;0;0.0;;0;74.9;;1105.37;3898;0;34620.16;1154.01;АС10;19;Горизонтально;159.6;73.0;32.0;2817.13;461.08;ЭЦН;ВНН-100-2250;100.0;2265.0;50.0;0.7;2570.0;21.0;20.0;234.0;1120.0;18.июль;143.0;161.987498067944;135.0;79.0;В работе;80.9;36.0;87.0;0.0;0.141438644408783;;;янв.67;0.5;1.66736556241139;01.дек;0.87;01.март;июнь.25;72.9088762616979;1.8746744853744;45.0;350.032367989077;350.032367989077;0.0;0.0;0.0;0.0;0.0;0.0;76.0;2.9031368057905493;;;42031.375;42031.375;41956.0;250.0;;0.0;нет;нет;нет;42006.0;Нефтяные;163.0;Действующий;0.0;1.04284713821863;3376.35;Хвостовик;99.2;3376.8;;Пэд-63-117;45.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;();ДНС-1;КНС-1;0.0;231.0;2446.8653555348897;0.0;0.0;30.0;369.97198565621596;369.97198565621596;42.9293817793906;0.0;0.0;0.0
