Скважина,Дата,liq_rate,oil_rate,wct,gas_rate,gf,gas_prod,days_on,oil_prod,frac,month,Давление пластовое,ПЛАСТ_X,ПЛАСТ_Y,clust,num_of_pr,num_of_plast
02dba139f57f4aa50c3fbf56f586551f,2006-02-01,10.451612903225806,8.96774193548387,0.14197530864197527,499.61290322580646,64.0,15488.0,31.0,242.0,1.0,4,,,,,,
02dba139f57f4aa50c3fbf56f586551f,2006-03-01,10.451612903225806,8.96774193548387,0.14197530864197527,499.61290322580646,64.0,15488.0,31.0,242.0,1.0,5,,,,,,
031f7cf95ada8d6e49ad6bd96c886d9c,2010-03-01,11.2,10.751999999999999,0.04,688.1279999999999,64.0,,,,0.0,0,83.0,,,,1.0,
031f7cf95ada8d6e49ad6bd96c886d9c,2010-06-01,13.3,13.034,0.02,834.176,64.0,,,,0.0,1,83.0,,,,1.0,
031f7cf95ada8d6e49ad6bd96c886d9c,2010-07-01,12.25,11.8825,0.03,760.48,64.0,,,,0.0,2,83.0,,,,1.0,
031f7cf95ada8d6e49ad6bd96c886d9c,2010-09-01,11.2,10.863999999999999,0.03,695.2959999999999,64.0,,,,0.0,3,83.0,,,,1.0,
031f7cf95ada8d6e49ad6bd96c886d9c,2010-10-01,10.5,10.185,0.03,651.84,64.0,,,,0.0,4,83.0,,,,1.0,
031f7cf95ada8d6e49ad6bd96c886d9c,2010-11-01,10.15,9.744,0.04,623.616,64.0,,,,0.0,5,83.0,,,,1.0,
038753062b1b3941bbce024a2af27e18,2005-08-01,71.11111111111111,71.11111111111111,0.0,3932.4444444444443,64.0,35392.0,9.0,553.0,1.0,0,232.3,,,,1.0,
038753062b1b3941bbce024a2af27e18,2005-09-01,91.83870967741936,87.19354838709677,0.050579557428872546,4855.741935483871,64.0,150528.0,31.0,2352.0,1.0,1,232.3,,,,1.0,
038753062b1b3941bbce024a2af27e18,2005-10-01,68.23333333333333,66.76666666666667,0.02149487054225696,3718.4,64.0,111552.0,30.0,1743.0,1.0,2,232.3,,,,1.0,
038753062b1b3941bbce024a2af27e18,2005-11-01,66.7741935483871,65.41935483870968,0.020289855072463725,3641.8064516129034,64.0,112896.0,31.0,1764.0,1.0,3,232.3,,,,1.0,
038753062b1b3941bbce024a2af27e18,2005-12-01,46.483870967741936,45.935483870967744,0.01179736294240108,2557.935483870968,64.0,79296.0,31.0,1239.0,1.0,4,232.3,,,,1.0,
038753062b1b3941bbce024a2af27e18,2006-01-01,37.535714285714285,36.464285714285715,0.028544243577545148,2029.7142857142858,64.0,56832.0,28.0,888.0,1.0,5,232.3,,,,1.0,
03d2a660f0b807a6a8cb3fc92575e13b,2012-09-01,89.9976393442623,69.20813114754098,0.231000594551114,3420.1967213114754,56.99991475912897,86930.0,25.416666666666668,1525.09,1.0,0,,,,,,
03d2a660f0b807a6a8cb3fc92575e13b,2012-10-01,92.194,77.76533333333333,0.15650331547244578,3843.1,57.00011865445844,115293.0,30.0,2022.68,1.0,1,,,,,,
03d2a660f0b807a6a8cb3fc92575e13b,2012-11-01,88.06451612903226,79.81774193548387,0.09364468864468867,3944.516129032258,57.0000839059135,122280.0,31.0,2145.26,1.0,2,,,,,,
03d2a660f0b807a6a8cb3fc92575e13b,2012-12-01,61.99481781376518,54.15287449392713,0.12649352956235071,4371.821862348178,93.11534216335541,134980.0,30.875,1449.6,1.0,3,,,,,,
03d2a660f0b807a6a8cb3fc92575e13b,2013-01-01,46.28241379310345,41.67551724137931,0.0995388134317795,3400.344827586207,94.10698096101542,98610.0,29.0,1047.85,1.0,4,,,,,,
03d2a660f0b807a6a8cb3fc92575e13b,2013-02-01,46.28241379310345,41.67551724137931,0.0995388134317795,3400.344827586207,94.10698096101542,98610.0,29.0,1047.85,1.0,5,,,,,,
04154a658a396d1c18331ebf0330744f,2009-06-01,18.0,15.6,0.1333333333333333,949.8,68.82608695652173,3166.0,3.3333333333333335,46.0,1.0,0,263.3333333333333,,,,3.0,
04154a658a396d1c18331ebf0330744f,2009-07-01,11.516129032258064,8.290322580645162,0.2801120448179272,536.483870967742,74.57847533632287,16631.0,31.0,223.0,1.0,1,263.3333333333333,,,,3.0,
04154a658a396d1c18331ebf0330744f,2009-08-01,6.166666666666667,4.833333333333333,0.21621621621621623,283.4,68.016,8502.0,30.0,125.0,1.0,2,263.3333333333333,,,,3.0,
04154a658a396d1c18331ebf0330744f,2009-09-01,3.5483870967741935,3.2903225806451615,0.07272727272727275,185.06451612903226,65.19318181818181,5737.0,31.0,88.0,1.0,3,263.3333333333333,,,,3.0,
04154a658a396d1c18331ebf0330744f,2009-10-01,3.3666666666666667,3.1333333333333333,0.06930693069306926,172.3,63.81481481481482,5169.0,30.0,81.0,1.0,4,263.3333333333333,,,,3.0,
04154a658a396d1c18331ebf0330744f,2009-11-01,3.4193548387096775,3.2580645161290325,0.047169811320754707,181.09677419354838,63.07865168539326,5614.0,31.0,89.0,1.0,5,263.3333333333333,,,,3.0,
046568c4bd1c6343c5f932ef6a21b112,2006-01-01,40.0,12.0,0.7,680.0,68.0,680.0,1.0,10.0,1.0,0,357.5,12431387.629041106,37800275.66568844,2.0,2.0,2.0
046568c4bd1c6343c5f932ef6a21b112,2006-02-01,49.806451612903224,3.838709677419355,0.9229274611398963,220.58064516129033,65.75,6838.0,31.0,104.0,1.0,1,357.5,12431387.629041106,37800275.66568844,2.0,2.0,2.0
046568c4bd1c6343c5f932ef6a21b112,2006-03-01,49.806451612903224,3.838709677419355,0.9229274611398963,220.58064516129033,65.75,6838.0,31.0,104.0,1.0,2,357.5,12431387.629041106,37800275.66568844,2.0,2.0,2.0
046568c4bd1c6343c5f932ef6a21b112,2006-04-01,49.806451612903224,3.838709677419355,0.9229274611398963,220.58064516129033,65.75,6838.0,31.0,104.0,1.0,3,357.5,12431387.629041106,37800275.66568844,2.0,2.0,2.0
046568c4bd1c6343c5f932ef6a21b112,2006-05-01,49.806451612903224,3.838709677419355,0.9229274611398963,220.58064516129033,65.75,6838.0,31.0,104.0,1.0,4,357.5,12431387.629041106,37800275.66568844,2.0,2.0,2.0
046568c4bd1c6343c5f932ef6a21b112,2006-06-01,49.806451612903224,3.838709677419355,0.9229274611398963,220.58064516129033,65.75,6838.0,31.0,104.0,1.0,5,357.5,12431387.629041106,37800275.66568844,2.0,2.0,2.0
047a7a651d481e1c43b691c9e7dc07c9,2006-08-01,11.212213740458015,10.80916030534351,0.03594771241830064,602.6748091603054,64.0,16448.0,27.291666666666668,257.0,1.0,0,108.5,,,,2.0,
047a7a651d481e1c43b691c9e7dc07c9,2006-09-01,9.709677419354838,9.451612903225806,0.02657807308970095,526.4516129032259,64.0,16320.0,31.0,255.0,1.0,1,108.5,,,,2.0,
047a7a651d481e1c43b691c9e7dc07c9,2006-10-01,1.8333333333333333,1.7333333333333334,0.054545454545454564,96.63333333333334,64.42222222222222,2899.0,30.0,45.0,1.0,2,108.5,,,,2.0,
047a7a651d481e1c43b691c9e7dc07c9,2006-11-01,1.8709677419354838,1.7419354838709677,0.06896551724137934,96.7741935483871,63.829787234042556,3000.0,31.0,47.0,1.0,3,108.5,,,,2.0,
047a7a651d481e1c43b691c9e7dc07c9,2006-12-01,1.8709677419354838,1.7419354838709677,0.06896551724137934,96.7741935483871,63.829787234042556,3000.0,31.0,47.0,1.0,4,108.5,,,,2.0,
047a7a651d481e1c43b691c9e7dc07c9,2007-01-01,1.8709677419354838,1.7419354838709677,0.06896551724137934,96.7741935483871,63.829787234042556,3000.0,31.0,47.0,1.0,5,108.5,,,,2.0,
04d7884a9f7019671285b87ca468d0f1,2009-10-01,90.03870967741936,29.729032258064517,0.6698194325021496,907.2,35.08383233532934,11718.0,12.916666666666666,334.0,1.0,0,232.0,12433386.109386215,37813464.20618376,2.0,2.0,3.0
04d7884a9f7019671285b87ca468d0f1,2009-11-01,71.16129032258064,48.645161290322584,0.3164097914777878,1941.8709677419354,45.88262195121951,60198.0,31.0,1312.0,1.0,1,232.0,12433386.109386215,37813464.20618376,2.0,2.0,3.0
04d7884a9f7019671285b87ca468d0f1,2009-12-01,98.25806451612904,72.90322580645162,0.2580433355219961,3064.1612903225805,48.31586978636826,94989.0,31.0,1966.0,1.0,2,232.0,12433386.109386215,37813464.20618376,2.0,2.0,3.0
04d7884a9f7019671285b87ca468d0f1,2010-01-01,106.14285714285714,80.92857142857143,0.2375504710632571,3396.714285714286,48.22920892494929,95108.0,28.0,1972.0,1.0,3,232.0,12433386.109386215,37813464.20618376,2.0,2.0,3.0
04d7884a9f7019671285b87ca468d0f1,2010-02-01,101.35483870967742,76.35483870967742,0.246658179503501,3248.5806451612902,48.910150558523554,100706.0,31.0,2059.0,1.0,4,232.0,12433386.109386215,37813464.20618376,2.0,2.0,3.0
04d7884a9f7019671285b87ca468d0f1,2010-03-01,99.3,75.16666666666667,0.24303457536085937,3224.9666666666667,49.311416921508666,96749.0,30.0,1962.0,1.0,5,232.0,12433386.109386215,37813464.20618376,2.0,2.0,3.0
053c7b37c95c4617f331791134227db7,2007-08-01,58.666666666666664,32.0,0.4545454545454546,1232.0,42.0,462.0,0.375,11.0,1.0,0,148.33333333333334,12408529.940444615,37762964.65356816,2.0,3.0,2.0
053c7b37c95c4617f331791134227db7,2007-09-01,46.354838709677416,27.70967741935484,0.40222686151704945,1111.8709677419354,46.14190093708166,34468.0,31.0,747.0,1.0,1,148.33333333333334,12408529.940444615,37762964.65356816,2.0,3.0,2.0
053c7b37c95c4617f331791134227db7,2007-10-01,35.4,20.6,0.4180790960451978,870.8,48.55762081784387,26124.0,30.0,538.0,1.0,2,148.33333333333334,12408529.940444615,37762964.65356816,2.0,3.0,2.0
053c7b37c95c4617f331791134227db7,2007-11-01,29.838709677419356,16.64516129032258,0.4421621621621622,715.3548387096774,49.389755011135854,22176.0,31.0,449.0,1.0,3,148.33333333333334,12408529.940444615,37762964.65356816,2.0,3.0,2.0
053c7b37c95c4617f331791134227db7,2007-12-01,27.516129032258064,14.064516129032258,0.488862837045721,599.8387096774194,49.06332453825858,18595.0,31.0,379.0,1.0,4,148.33333333333334,12408529.940444615,37762964.65356816,2.0,3.0,2.0
053c7b37c95c4617f331791134227db7,2008-01-01,25.178571428571427,12.392857142857142,0.5078014184397164,495.7857142857143,45.966887417218544,13882.0,28.0,302.0,1.0,5,148.33333333333334,12408529.940444615,37762964.65356816,2.0,3.0,2.0
0556368a803a0c64972646d4bfaecd86,2007-03-01,84.57692307692308,65.07692307692308,0.23055934515688947,6782.615384615385,126.32378223495702,176348.0,26.0,1396.0,1.0,0,120.0,11647588.791305112,36378534.30652971,0.0,1.0,4.0
0556368a803a0c64972646d4bfaecd86,2007-04-01,72.93548387096774,62.16129032258065,0.14772224679345425,6475.387096774193,126.32913782252989,200737.0,31.0,1589.0,1.0,1,120.0,11647588.791305112,36378534.30652971,0.0,1.0,4.0
0556368a803a0c64972646d4bfaecd86,2007-05-01,58.233333333333334,54.43333333333333,0.06525472238122498,5671.3,126.30957683741649,170139.0,30.0,1347.0,1.0,2,120.0,11647588.791305112,36378534.30652971,0.0,1.0,4.0
0556368a803a0c64972646d4bfaecd86,2007-06-01,52.096774193548384,49.354838709677416,0.052631578947368474,5141.677419354839,126.30110935023772,159392.0,31.0,1262.0,1.0,3,120.0,11647588.791305112,36378534.30652971,0.0,1.0,4.0
0556368a803a0c64972646d4bfaecd86,2007-07-01,48.483870967741936,43.096774193548384,0.11111111111111116,4491.193548387097,126.34029038112523,139227.0,31.0,1102.0,1.0,4,120.0,11647588.791305112,36378534.30652971,0.0,1.0,4.0
0556368a803a0c64972646d4bfaecd86,2007-08-01,50.333333333333336,44.93333333333333,0.10728476821192057,4681.4,126.29676258992805,140442.0,30.0,1112.0,1.0,5,120.0,11647588.791305112,36378534.30652971,0.0,1.0,4.0
05ac8fa0edaeedff9ad4b752f9c9383b,2011-12-01,60.0,35.400000000000006,0.41,3186.0000000000005,90.0,,,,0.0,0,,12728847.273447132,38595488.05444232,3.0,,1.0
05ac8fa0edaeedff9ad4b752f9c9383b,2012-01-01,100.0,82.0,0.18,7380.0,90.0,,,,0.0,1,,12728847.273447132,38595488.05444232,3.0,,1.0
05ac8fa0edaeedff9ad4b752f9c9383b,2012-02-01,106.0,87.97999999999999,0.17,7918.199999999999,90.0,,,,0.0,2,,12728847.273447132,38595488.05444232,3.0,,1.0
05ac8fa0edaeedff9ad4b752f9c9383b,2012-03-01,106.0,87.97999999999999,0.17,7918.199999999999,90.0,,,,0.0,3,,12728847.273447132,38595488.05444232,3.0,,1.0
05ac8fa0edaeedff9ad4b752f9c9383b,2012-04-01,106.0,87.97999999999999,0.17,7918.199999999999,90.0,,,,0.0,4,,12728847.273447132,38595488.05444232,3.0,,1.0
05ac8fa0edaeedff9ad4b752f9c9383b,2012-05-01,110.0,99.0,0.1,8910.0,90.0,,,,0.0,5,,12728847.273447132,38595488.05444232,3.0,,1.0
061047df78f8b8cca17f37f266c9f527,2012-11-01,10.440000000000001,8.97,0.1408045977011494,444.0,56.92307692307692,148.0,0.3333333333333333,2.6,1.0,0,,,,,,
061047df78f8b8cca17f37f266c9f527,2012-12-01,30.238387096774193,26.64548387096774,0.11881927479490928,2199.4193548387098,95.20631152691476,68182.0,31.0,716.15,1.0,1,,,,,,
061047df78f8b8cca17f37f266c9f527,2013-01-01,22.836206896551722,21.555172413793105,0.05609664024160055,1794.5862068965516,96.02738209461953,52043.0,29.0,541.96,1.0,2,,,,,,
061047df78f8b8cca17f37f266c9f527,2013-02-01,19.70594594594595,18.170918918918918,0.07789664252797901,1459.2972972972973,92.62995367987648,44995.0,30.833333333333332,485.75,1.0,3,,,,,,
061047df78f8b8cca17f37f266c9f527,2013-03-01,16.244,14.871333333333332,0.08450299597800215,1179.6333333333334,91.48936170212765,35389.0,30.0,386.81,1.0,4,,,,,,
061047df78f8b8cca17f37f266c9f527,2013-04-01,16.244,14.871333333333332,0.08450299597800215,1179.6333333333334,91.48936170212765,35389.0,30.0,386.81,1.0,5,,,,,,
0629ab7d6c84f651f73ec122c9bb4237,2008-05-01,4.8,4.311864406779661,0.10169491525423724,224.135593220339,58.61702127659574,2755.0,12.291666666666666,47.0,1.0,0,78.35,,,,2.0,
0629ab7d6c84f651f73ec122c9bb4237,2008-06-01,4.67741935483871,4.387096774193548,0.06206896551724139,244.93548387096774,63.80672268907563,7593.0,31.0,119.0,1.0,1,78.35,,,,2.0,
0629ab7d6c84f651f73ec122c9bb4237,2008-07-01,4.548387096774194,4.387096774193548,0.03546099290780147,231.09677419354838,60.71186440677966,7164.0,31.0,118.0,1.0,2,78.35,,,,2.0,
0629ab7d6c84f651f73ec122c9bb4237,2008-08-01,4.548387096774194,4.387096774193548,0.03546099290780147,231.09677419354838,60.71186440677966,7164.0,31.0,118.0,1.0,3,78.35,,,,2.0,
0629ab7d6c84f651f73ec122c9bb4237,2008-09-01,4.548387096774194,4.387096774193548,0.03546099290780147,231.09677419354838,60.71186440677966,7164.0,31.0,118.0,1.0,4,78.35,,,,2.0,
0629ab7d6c84f651f73ec122c9bb4237,2008-10-01,4.548387096774194,4.387096774193548,0.03546099290780147,231.09677419354838,60.71186440677966,7164.0,31.0,118.0,1.0,5,78.35,,,,2.0,
065b308066161ae96d2f1f8bca1afe0e,2012-07-01,76.0,50.21320000000001,0.3393,5101.158988000001,101.59,,,,0.0,0,0.0,12994730.548899667,39992701.66589922,1.0,1.0,1.0
065b308066161ae96d2f1f8bca1afe0e,2012-08-01,50.0,23.350000000000005,0.5329999999999999,2372.1265000000008,101.59,,,,0.0,1,0.0,12994730.548899667,39992701.66589922,1.0,1.0,1.0
065b308066161ae96d2f1f8bca1afe0e,2012-09-01,28.0,27.51,0.0175,2794.7409000000002,101.59,,,,0.0,2,0.0,12994730.548899667,39992701.66589922,1.0,1.0,1.0
065b308066161ae96d2f1f8bca1afe0e,2012-10-01,25.0,24.5,0.02,2488.955,101.59,,,,0.0,3,0.0,12994730.548899667,39992701.66589922,1.0,1.0,1.0
065b308066161ae96d2f1f8bca1afe0e,2012-11-01,28.0,26.599999999999998,0.05,2702.294,101.59,,,,0.0,4,0.0,12994730.548899667,39992701.66589922,1.0,1.0,1.0
065b308066161ae96d2f1f8bca1afe0e,2012-12-01,20.0,16.759999999999998,0.162,1702.6483999999998,101.59,,,,0.0,5,0.0,12994730.548899667,39992701.66589922,1.0,1.0,1.0
06ea4252d9311316b20a10f3f8266b26,2006-10-01,26.966666666666665,26.233333333333334,0.027194066749072876,1461.1333333333334,63.99124087591241,43834.0,30.0,685.0,1.0,0,293.75,,,,4.0,
06ea4252d9311316b20a10f3f8266b26,2006-11-01,26.161290322580644,24.548387096774192,0.06165228113440202,1367.1935483870968,64.0226586102719,42383.0,31.0,662.0,1.0,1,293.75,,,,4.0,
06ea4252d9311316b20a10f3f8266b26,2007-04-01,66.46153846153847,60.46153846153847,0.09027777777777779,3096.2307692307695,59.1057268722467,13417.0,4.333333333333333,227.0,1.0,2,293.75,,,,4.0,
06ea4252d9311316b20a10f3f8266b26,2007-05-01,68.96666666666667,66.03333333333333,0.04253262445625905,3381.3,58.87347649448636,101439.0,30.0,1723.0,1.0,3,293.75,,,,4.0,
06ea4252d9311316b20a10f3f8266b26,2007-06-01,52.91132332878581,51.60163710777626,0.024752475247524774,2691.4051841746245,59.91253644314869,82200.0,30.541666666666668,1372.0,1.0,4,293.75,,,,4.0,
06ea4252d9311316b20a10f3f8266b26,2007-07-01,39.96774193548387,39.16129032258065,0.020177562550443895,2004.1612903225807,58.834280303030305,62129.0,31.0,1056.0,1.0,5,293.75,,,,4.0,
076ba09a8e0c70e1df2c06f45d653b31,2011-10-01,44.998277511961724,31.048995215311002,0.3099959169091002,1728.803827751196,63.99982995727676,30110.0,17.416666666666668,470.47,1.0,0,126.0,,,,1.0,
076ba09a8e0c70e1df2c06f45d653b31,2011-11-01,53.225806451612904,40.099999999999994,0.2466060606060606,2232.7741935483873,64.0,69216.0,31.0,1081.5,1.0,1,126.0,,,,1.0,
076ba09a8e0c70e1df2c06f45d653b31,2011-12-01,50.501290322580644,44.92161290322581,0.11048583875212392,3779.8709677419356,97.05141796978532,117176.0,31.0,1207.36,1.0,2,126.0,,,,1.0,
076ba09a8e0c70e1df2c06f45d653b31,2012-01-01,48.419462686567165,45.15223880597015,0.06747749147376292,4174.817910447761,106.64403491755579,116547.0,27.916666666666668,1092.86,1.0,3,126.0,,,,1.0,
076ba09a8e0c70e1df2c06f45d653b31,2012-02-01,44.83538670284939,41.59489823609226,0.07227524295114829,3960.5535956580734,109.82364573833108,121622.0,30.708333333333332,1107.43,1.0,4,126.0,,,,1.0,
076ba09a8e0c70e1df2c06f45d653b31,2012-03-01,44.83538670284939,41.59489823609226,0.07227524295114829,3960.5535956580734,109.82364573833108,121622.0,30.708333333333332,1107.43,1.0,5,126.0,,,,1.0,
07759c3ef2b803a9223d72d37908cf41,2011-08-01,100.5925925925926,65.11111111111111,0.3527245949926362,5960.814814814815,109.78308321964529,160942.0,27.0,1466.0,1.0,0,,11659501.625803825,36401428.747684896,0.0,,1.0
07759c3ef2b803a9223d72d37908cf41,2011-09-01,59.903225806451616,42.44451612903226,0.2914485729671513,4364.451612903225,123.2940876284902,135298.0,31.0,1097.36,1.0,1,,11659501.625803825,36401428.747684896,0.0,,1.0
07759c3ef2b803a9223d72d37908cf41,2011-10-01,67.33333333333333,50.126,0.25555445544554456,5225.633333333333,125.00019933819718,156769.0,30.0,1254.15,1.0,2,,11659501.625803825,36401428.747684896,0.0,,1.0
07759c3ef2b803a9223d72d37908cf41,2011-11-01,52.354838709677416,42.104516129032255,0.19578558225508313,4389.419354838709,125.00068897728212,136072.0,31.0,1088.57,1.0,3,,11659501.625803825,36401428.747684896,0.0,,1.0
07759c3ef2b803a9223d72d37908cf41,2011-12-01,74.24225806451614,53.04741935483871,0.28548213998635685,5270.677419354839,119.13393462584489,163391.0,31.0,1371.49,1.0,4,,11659501.625803825,36401428.747684896,0.0,,1.0
07759c3ef2b803a9223d72d37908cf41,2012-01-01,68.18464285714286,39.238214285714285,0.42453003137489065,3551.9285714285716,108.53987274771089,99454.0,28.0,916.29,1.0,5,,11659501.625803825,36401428.747684896,0.0,,1.0
08a150adf24e74844be252fdd26c407c,2005-12-01,7.2105263157894735,6.368421052631579,0.11678832116788318,353.6842105263158,64.0,6720.0,19.0,105.0,1.0,0,172.0,,,,2.0,
08a150adf24e74844be252fdd26c407c,2006-01-01,4.035714285714286,3.357142857142857,0.16814159292035402,187.42857142857142,64.0,5248.0,28.0,82.0,1.0,1,172.0,,,,2.0,
08a150adf24e74844be252fdd26c407c,2006-02-01,3.3870967741935485,3.2580645161290325,0.03809523809523807,181.67741935483872,64.0,5632.0,31.0,88.0,1.0,2,172.0,,,,2.0,
08a150adf24e74844be252fdd26c407c,2006-03-01,2.3666666666666667,2.3,0.028169014084507005,128.0,64.0,3840.0,30.0,60.0,1.0,3,172.0,,,,2.0,
08a150adf24e74844be252fdd26c407c,2006-04-01,1.7419354838709677,1.6774193548387097,0.03703703703703709,92.90322580645162,64.0,2880.0,31.0,45.0,1.0,4,172.0,,,,2.0,
08a150adf24e74844be252fdd26c407c,2006-05-01,1.7419354838709677,1.6774193548387097,0.03703703703703709,92.90322580645162,64.0,2880.0,31.0,45.0,1.0,5,172.0,,,,2.0,
08ae5c9355f8f4d8fe6fef9a62f69703,2012-08-01,90.0,69.29974248927037,0.2300028612303291,3424.7381974248924,57.000197152433124,66497.0,19.416666666666668,1166.61,1.0,0,,,,,,
08ae5c9355f8f4d8fe6fef9a62f69703,2012-09-01,35.78967741935484,30.05838709677419,0.16013808270541163,1485.4516129032259,56.99980195078477,46049.0,31.0,807.88,1.0,1,,,,,,
08ae5c9355f8f4d8fe6fef9a62f69703,2012-10-01,23.866666666666667,21.607666666666667,0.09465083798882679,1067.8333333333333,57.00076511094109,32035.0,30.0,562.01,1.0,2,,,,,,
08ae5c9355f8f4d8fe6fef9a62f69703,2012-11-01,24.464140969162994,21.029427312775333,0.14039788524424845,1039.259911894273,57.00009664637093,29489.0,28.375,517.35,1.0,3,,,,,,
08ae5c9355f8f4d8fe6fef9a62f69703,2012-12-01,18.04774193548387,15.734193548387097,0.12819046257238864,1298.774193548387,95.20679136418454,40262.0,31.0,422.89,1.0,4,,,,,,
08ae5c9355f8f4d8fe6fef9a62f69703,2013-01-01,18.04774193548387,15.734193548387097,0.12819046257238864,1298.774193548387,95.20679136418454,40262.0,31.0,422.89,1.0,5,,,,,,
097278c74db2f57facb9a33a3857d995,2006-05-01,52.949263502455,49.06055646481179,0.07344213649851628,2732.6219312602293,64.0,69568.0,25.458333333333332,1087.0,1.0,0,93.33333333333333,,,,3.0,
097278c74db2f57facb9a33a3857d995,2006-06-01,48.38709677419355,46.87096774193548,0.031333333333333324,2609.548387096774,64.0,80896.0,31.0,1264.0,1.0,1,93.33333333333333,,,,3.0,
097278c74db2f57facb9a33a3857d995,2006-07-01,32.17367706919946,31.652645861601087,0.01619433198380571,1763.1696065128901,64.0,54144.0,30.708333333333332,846.0,1.0,2,93.33333333333333,,,,3.0,
