idw,PRON_mode,PRON_min__gtPM,PRON_max__gtPM,PRON_mean__gtPM,PRON_median__gtPM,PRON_std__gtPM,PRON_quan80_gtPM,PRON_quan90_gtPM,KGL_min__gtPM,KGL_max__gtPM,KGL_mean__gtPM,KGL_median__gtPM,KGL_std__gtPM,KGL_quan80_gtPM,KGL_quan90_gtPM,KPO_min__gtPM,KPO_max__gtPM,KPO_mean__gtPM,KPO_median__gtPM,KPO_std__gtPM,KPO_quan80_gtPM,KPO_quan90_gtPM,KGL_min__lePM,KGL_max__lePM,KGL_mean__lePM,KGL_median__lePM,KGL_std__lePM,KGL_quan80_lePM,KGL_quan90_lePM,KPO_min__lePM,KPO_max__lePM,KPO_mean__lePM,KPO_median__lePM,KPO_std__lePM,KPO_quan80_lePM,KPO_quan90_lePM,DEPT_min_,DEPT_max_,DEPT_min__gtPM,DEPT_max__gtPM,DEPT_min__lePM,DEPT_max__lePM,DEPT_min__PRON_median__gtPM,DEPT_max__PRON_median__gtPM,DEPT_delta_PRON_median__gtPM,DEPT_sum_h_PRON_median__gtPM,DEPT_min__PRON_quan80_gtPM,DEPT_max__PRON_quan80_gtPM,DEPT_delta_PRON_quan80_gtPM,DEPT_sum_h_PRON_quan80_gtPM,DEPT_min__PRON_quan90_gtPM,DEPT_max__PRON_quan90_gtPM,DEPT_delta_PRON_quan90_gtPM,DEPT_sum_h_PRON_quan90_gtPM
053c7b37c95c4617f331791134227db7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,3258.8,21.6,3258.8,21.6,3258.8,,,,,,,,,,,,
0556368a803a0c64972646d4bfaecd86,0.091,0.194,411.421,42.35126666666667,4.451,81.4219208046071,76.5127000000002,128.81300000000002,4.325,27.883,11.52280867346939,9.858,4.937307276641354,15.824,19.17,10.3215,25.263,17.51455053763441,15.7155,4.071197677625937,22.6644,23.541600000000003,9.467,44.407,36.45666031941032,40.557,8.883219328842177,43.369200000000006,44.407,2.183,18.606,9.80456296641791,10.226500000000001,2.3477666111310826,11.117,12.131,25.8,2911.9,2539.1,2880.5,2528.0,2911.9,2541.5,2844.0,302.5,233.0,2604.7,2634.3,29.600000000000364,93.0,2606.9,2634.1,27.199999999999818,47.0
05ac8fa0edaeedff9ad4b752f9c9383b,0.1,0.136,997.494,164.24445442605727,61.43,199.37705061532412,337.3873000000001,449.5656,5.988,28.6915,12.929349881796691,11.234,5.0999333606136785,17.9971,20.8682,10.336,30.353,23.399117546624637,23.7475,3.9869945102070816,27.4914,27.9159,6.044,31.493,22.81638057511737,23.707,4.463836038114603,24.649,27.858,6.0,29.025,12.564514499121266,12.264,3.403924791841177,15.263300000000001,16.67895,22.0,2952.1,1899.7,2938.1,1880.0,2943.4,1909.8,2595.8,686.0000000000002,1904.0,1968.7,2382.2,413.4999999999998,762.0,1968.8,2382.0,413.20000000000005,381.0
061047df78f8b8cca17f37f266c9f527,0.1,0.1145,24.121,9.39003448275862,9.27025,4.806443050735154,13.609000000000002,15.707,7.729,20.787,9.382116379310345,8.76875,2.1084493732294307,10.266100000000002,11.7973,10.479,21.529,19.030357758620692,19.48475,1.8074620652498221,20.3208,20.608700000000002,7.975,24.749,21.230673027333673,21.8565,3.2403724354195296,24.453,24.5933,1.754,18.01,9.369767921609077,9.0385,2.50383740183174,11.6342,12.6736,5.4,3043.4,2860.1,2949.3,2763.4,3031.8,2860.9,2948.5,87.59999999999991,174.0,2861.2,2948.4,87.20000000000027,70.0,2863.3,2948.4,85.09999999999991,35.0
0629ab7d6c84f651f73ec122c9bb4237,0.01,0.1885,18.498,2.680201030927835,1.426,3.1758936262279334,3.3250000000000006,7.661900000000003,8.025,18.762,11.988789948453608,12.0845,2.295496550872308,13.877400000000002,14.8222,10.19,20.97,15.837082474226802,15.6205,2.091156273539567,17.371000000000002,19.12285,7.676,24.751,20.286725851285617,22.741,5.254722465347638,24.686,24.722,6.0,20.344,9.620280055594161,9.357,2.496816393951033,11.312600000000002,13.044900000000002,2924.8,3549.3,3257.5,3439.9,3257.4,3440.0,3259.8,3439.5,179.69999999999982,195.0,3282.6,3437.1,154.5,78.0,3301.9,3320.4,18.5,39.0
06ea4252d9311316b20a10f3f8266b26,0.1,0.4455,54.097,10.264999999999999,6.38,10.678632345188829,17.245100000000008,23.69525,7.762,19.729,11.040957983193277,10.649750000000001,2.626216319031104,13.3716,14.853100000000003,10.083,21.903,16.86700630252101,17.003,2.5150376302563906,19.291800000000002,19.99775,7.78,24.749,22.292999727223133,23.6365,3.2512994107302684,24.668,24.71,2.713,14.479,7.5635616475722856,7.192,2.177085434748286,9.1214,10.903599999999999,2980.0,3349.1,3071.7,3278.5,3071.6,3278.6,3073.2,3278.4,205.20000000000027,119.0,3073.3,3264.2,190.89999999999964,48.0,3073.4,3264.2,190.79999999999973,24.0
076ba09a8e0c70e1df2c06f45d653b31,0.01,0.7735,29.061,6.726320388349514,5.5177499999999995,4.557317154115132,10.252,12.711500000000001,9.616,18.5835,12.918609223300972,12.7455,1.6696099117830703,14.394,15.14025,12.498,21.923,18.04397572815534,18.225749999999998,1.8402228548481743,19.714,20.177,9.793,24.751,18.142765714285712,18.187,3.9437738449608193,21.885900000000003,23.498,7.0,13.992,10.90993142857143,11.796,1.8672163884370625,12.0,12.849,13.4,3591.0,3435.7,3473.5,3435.6,3473.6,3437.5,3472.7,35.19999999999982,103.0,3444.4,3472.6,28.199999999999818,42.0,3444.4,3470.4,26.0,21.0
08a150adf24e74844be252fdd26c407c,0.1,0.1455,22.302,4.08973975409836,2.3425000000000002,4.56249615038989,6.601800000000001,10.789750000000005,7.82,21.4815,11.803760245901637,11.599499999999999,2.2033648049940253,13.363,14.318300000000002,7.919,20.331,16.10546106557377,16.117,2.1685656952012766,17.9069,18.8525,7.964,24.74,19.26036794717887,20.117,5.022417928141873,24.707,24.726,2.79,20.083,9.92643337334934,9.6115,3.052512336480502,12.4558,14.021,7.0,3089.4,2882.3,2989.7,2882.2,2989.8,2884.1,2989.4,105.30000000000018,122.0,2891.7,2935.1,43.40000000000009,49.0,2923.1,2935.0,11.900000000000091,25.0
097278c74db2f57facb9a33a3857d995,0.1,0.1025,7.934,2.303789915966387,1.78925,2.02261025109396,3.786200000000001,5.144400000000002,7.949,20.748,12.668968487394958,12.749500000000001,2.7300693597266674,15.357600000000001,16.2688,8.4735,20.515,15.196714285714286,14.95175,2.4296585121233507,17.3046,19.583199999999998,7.702,24.314,20.124149478013287,20.787,3.114896402142902,23.011,23.5445,5.295,16.589,9.307897975324265,9.039,2.1415319953933367,11.14,12.514,26.8,3223.9,2825.1,3164.5,2825.0,3164.8,2826.0,3164.2,338.1999999999998,119.0,2873.2,3163.9,290.7000000000003,48.0,2873.2,3162.5,289.3000000000002,24.0
09dfc186d24aab3aa8fc541f3561a3dd,0.01,0.077,13.323,2.168742729306488,1.526,1.9285806384372073,3.3706000000000005,4.327400000000001,7.986,21.5715,13.232335570469798,13.15,2.5112156553417013,15.1955,16.457800000000002,9.5935,20.276,15.721229395604396,15.719000000000001,1.899711627815663,17.392200000000003,17.947200000000002,7.977,24.751,19.36319603524229,20.40075,4.301000896924864,22.704800000000006,24.38595,6.0,16.42,10.362916449086162,10.3935,2.219920227757813,11.954400000000001,13.4116,7.6,2918.1,2688.5,2778.3,2688.4,2778.4,2688.8,2778.2,89.39999999999964,224.0,2693.8,2778.0,84.19999999999982,90.0,2693.8,2778.0,84.19999999999982,45.0
0a0106327ac0b21fe3033dc746605ecb,0.1,0.25,23.35,5.147935483870968,2.3129999999999997,5.639385195871085,7.775000000000002,14.163100000000036,4.1,25.285,12.70244498381877,13.08,5.013265685459165,17.8802,18.811999999999998,11.2895,20.575,14.80193537414966,14.6945,2.2468534784960332,16.5625,17.92635,4.58,44.407,27.07541575889615,24.266,9.239429791533045,38.115,44.407,3.945,20.436,10.258522469857509,10.8985,3.252040445161981,12.3374,13.8642,32.2,3373.0,3065.1,3333.5,3059.6,3371.4,3067.6,3333.0,265.4000000000001,155.0,3071.0,3332.4,261.4000000000001,62.0,3083.0,3287.4,204.4000000000001,31.0
0b0688c9273d26bdd4870035682648cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,3427.9,6.8,3427.9,6.8,3427.9,,,,,,,,,,,,
0b3ab4e5a4fb872263210f811d40393e,0.1,0.6475,148.01,20.671196850393702,9.67,26.262717926700777,32.300000000000004,60.42400000000001,10.866,18.415,14.478838582677165,13.97,1.864431901945369,16.1963,17.363799999999998,10.147,24.171,18.15760236220472,17.988,2.6773471717966855,20.710500000000003,22.1526,10.177,25.104,20.684133170548456,21.278,2.5348871925829406,22.924400000000002,23.432,4.208,18.999,11.412452667167543,11.312000000000001,2.27226947203998,13.282800000000002,14.3459,3.0,3444.4,2907.7,3186.3,2907.6,3186.4,2907.7,3186.1,278.4000000000001,64.0,3134.0,3180.5,46.5,26.0,3134.2,3180.4,46.20000000000027,13.0
0b9e96056ca6c295b0f5973b11bb9003,0.01,0.0765,31.658,9.41296,7.966,6.791134223606225,16.2376,19.947599999999998,7.733,20.972,10.051471111111113,9.2435,2.4825730685029894,11.819200000000002,13.396999999999998,9.8065,22.103,18.619326666666666,19.174,2.427966357880603,20.6326,21.1265,7.741,24.679,19.88781265984655,21.009999999999998,4.749994988312562,24.42,24.615,6.0,20.126,10.441787723785167,9.9745,2.7576084171168755,12.1856,13.8406,2.6,3361.0,3204.7,3305.1,3204.6,3305.2,3204.9,3304.9,100.0,113.0,3207.6,3304.9,97.30000000000018,45.0,3208.0,3304.8,96.80000000000018,23.0
0c115e212e735f62a29be261b7da800b,0.099,0.2435,64.294,10.818722748815166,8.392,9.890222422153634,16.281,22.962,6.52,20.79,10.97622037914692,10.621,3.265194293061265,14.251,15.317,6.164,22.292,16.82827962085308,17.6085,3.0893841515301346,19.1035,19.9715,6.697,24.553,21.014766551193226,22.11725,3.4943168650474643,23.7592,24.192,2.232,17.99,8.122863356428022,7.631,2.4666877527910893,10.0102,11.471250000000003,13.2,2859.6,2483.1,2763.7,2483.0,2763.8,2483.2,2763.4,280.2000000000003,106.0,2483.6,2722.2,238.5999999999999,43.0,2486.2,2722.2,236.0,22.0
0dfdb18a4861b7a12908648f7a531790,0.01,0.055,34.55,3.917275720164609,2.6905,4.311788561283817,5.6443,8.088400000000002,9.123,23.0985,13.614656378600824,13.326,2.3873801376667423,15.3472,16.2967,8.965,22.288,16.134734567901234,16.529,2.586347887497689,18.4106,19.154700000000002,6.911,24.676,20.144224428726876,20.838,3.4628037812699155,23.287,23.996,5.132,15.3,9.561207426550599,9.24425,2.0390933905198745,11.548,12.511,5.0,2775.0,2339.3,2668.9,2303.0,2694.8,2339.5,2668.9,329.4000000000001,122.0,2351.5,2668.7,317.1999999999998,49.0,2351.6,2668.7,317.0999999999999,25.0
103c9dbb809d383975c5349cbc296767,0.1,0.106,19.975,3.7737798165137613,2.4814999999999996,3.677163067881749,5.957800000000002,9.055800000000001,7.686,21.6805,12.919424311926603,12.87875,2.8465460261178155,15.2636,16.867150000000002,9.4665,21.131,16.643091743119268,16.77875,2.2888946048872016,18.6998,19.5072,7.682,24.751,21.461180648024854,22.427,3.4101672074164195,24.1851,24.517000000000003,3.136,21.117,8.087285397248115,7.253,3.2427519880549673,11.0212,12.7371,6.0,2855.8,2523.7,2770.5,2523.6,2770.6,2525.9,2766.1,240.19999999999982,109.0,2526.0,2759.1,233.0999999999999,44.0,2526.1,2748.3,222.20000000000027,22.0
107b4456d0f5f8604e72616bfeeee18b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,2633.6,10.6,2633.6,10.6,2633.6,,,,,,,,,,,,
11a9ec373db79f6386c352de776fc373,0.01,0.189,14.766,3.2157630662020904,2.327,2.603892377163063,4.3492,6.313800000000005,8.3335,16.0125,11.811174216027874,11.8045,1.4630118867362163,12.8253,13.4694,10.286,20.493,16.44611149825784,16.392,1.8160157033262316,17.8767,18.663,8.0,24.749,19.21545112107623,19.32,4.217920720261363,23.4972,24.686,4.608,13.998,9.922907623318386,10.067,2.0660435044335186,12.0,12.6151,2.6,3539.8,3182.9,3434.3,3182.8,3434.4,3182.9,3434.0,251.0999999999999,144.0,3183.0,3397.3,214.30000000000018,58.0,3183.0,3397.2,214.19999999999982,29.0
120031e82e8149b7ea27d648e881eab1,0.1,0.1195,5.704,1.4593160000000003,0.855,1.3864288826031175,2.2764000000000006,3.6537000000000033,,,,,,,,10.8985,20.424,16.642856,16.49,2.07030205429842,18.5177,19.3821,,,,,,,,4.849,17.845,11.582712499999998,12.037500000000001,3.038636970293983,14.3873,15.0379,27.2,3390.0,3294.1,3318.3,3294.0,3318.4,3294.5,3315.4,20.90000000000009,63.0,3294.8,3311.8,17.0,25.0,3294.9,3310.3,15.400000000000091,13.0
1390ea1f8bd63dd4bd04682276bcbd1d,0.101,0.177,15.73,2.720523341523342,1.4495,2.870001128983256,4.185,6.8244000000000025,,,,,,,,9.533,19.12,16.242416461916463,16.627,1.6996973420525652,17.5442,18.035600000000002,,,,,,,,0.0,16.508,8.55283062401678,8.518,2.2897373791397153,10.413400000000001,11.452399999999999,14.6,3163.1,2714.3,3075.5,2714.2,3136.2,2714.3,3074.9,360.5999999999999,204.0,2714.4,2995.4,281.0,82.0,2714.6,2995.2,280.5999999999999,41.0
139f7e08e0ee1482519ba728cbc592a1,0.1,0.5715,100.385,19.336628352490425,12.069,19.245088787687166,33.615,46.798,6.459,18.732,10.724785440613026,10.5395,3.187144007864115,13.553,16.035,11.3325,23.296,18.362515325670497,18.5135,2.541095714555721,20.788,21.5745,6.47,24.061,21.349370136698216,22.62825,3.527005627838239,23.5715,23.815,4.0,20.589,9.715910168434185,9.562,2.3831598765569884,11.1629,12.5676,5.2,3352.2,3160.1,3264.7,3136.0,3352.2,3160.2,3258.4,98.20000000000027,131.0,3160.7,3169.4,8.700000000000273,53.0,3160.8,3169.2,8.399999999999636,27.0
14ceda46a67a93bd87c41914899f0616,0.01,0.0735,15.285,2.192329268292683,1.26475,2.5704896405440434,3.0242000000000004,4.516050000000002,8.059,21.2145,13.189167682926831,13.670000000000002,2.8382424772641865,15.5536,16.6192,9.4315,20.566,15.399612804878046,15.26525,2.0583748975325378,17.1434,17.9409,7.67,24.457,19.258405009759272,19.664,3.2573485231284707,21.9841,23.295900000000003,6.0,19.832,10.844428106701365,11.076,2.3260198224417157,12.6466,13.5898,15.6,3545.0,3376.1,3402.7,3251.0,3421.0,3376.4,3401.8,25.40000000000009,82.0,3376.5,3401.7,25.199999999999818,33.0,3376.6,3401.7,25.09999999999991,17.0
14f2c87e5ee5587efb0d983596b62689,0.1,0.1875,13.251,4.653415730337079,4.4575,2.618824185414616,6.546099999999999,8.356,7.781,20.6045,10.562044943820224,10.1,2.1476441870951146,11.796800000000001,13.4128,10.482,20.264,17.48850936329588,17.877,1.7693606755266067,18.755000000000003,19.258499999999998,7.764,24.726,20.62350079617834,22.072499999999998,4.656294254512768,24.632,24.650999999999996,6.0,17.774,9.67150398089172,8.99775,2.288613233963555,11.5179,13.179300000000005,3222.0,3582.4,3418.5,3507.7,3418.4,3507.8,3418.9,3506.6,87.69999999999982,134.0,3421.1,3499.4,78.30000000000018,54.0,3421.1,3497.4,76.30000000000018,27.0
15a51a0de838bdb2a3a48d70278b43d5,0.1,0.1145,682.657,62.826601105736,12.568,102.95524938906141,112.37769999999998,202.10660000000004,5.561,22.801,13.088701796821008,13.049,3.983476835402068,16.9528,18.489200000000004,6.002,26.092,18.441946786454732,18.138,3.8306059325895365,22.238599999999998,24.0383,5.594,24.679,22.172642941562707,23.53425,3.7666404128086692,24.069000000000003,24.435,0.609,28.759,9.92249374073464,9.868,2.449266936551568,11.313,12.323,2469.2,3390.6,2573.9,3327.5,2573.8,3327.6,2581.9,3327.2,745.2999999999997,724.0,2585.7,3325.6,739.9000000000001,290.0,2601.2,3324.9,723.7000000000003,145.0
15e27270654bb79bfa7c3b93f244fa8f,0.1,0.1045,1.96,0.6650422535211268,0.54425,0.40564454662972993,1.06,1.2825,7.819,68.746,17.324523474178402,15.8545,7.803356876184423,20.39,25.29025,5.935,18.253,15.158725352112674,15.35,1.9837139822097796,16.881,17.31625,11.008,94.118,74.9529699971289,87.031,19.66235052190168,87.072,87.95960000000001,4.0,17.585,9.915864915302901,9.813,1.5404853228988633,10.343800000000002,11.298400000000003,22.6,3414.3,3194.8,3408.4,3023.5,3414.3,3195.4,3407.9,212.5,213.0,3197.5,3405.0,207.5,86.0,3212.4,3404.9,192.5,43.0
16393790ccb50dfaa3bbf964799f393b,0.1,0.385,18.688,6.734411764705882,2.2952500000000002,7.092374836774488,16.0158,17.8688,7.864,17.471,11.920470588235293,13.277999999999999,3.025392749212492,14.249600000000001,14.829249999999998,13.4745,20.99,17.443176470588238,16.46525,2.6090341034112456,20.6942,20.89545,7.872,19.121,11.541567567567569,10.765,3.7534716174240357,15.961300000000001,16.7272,6.0,20.486,10.736500000000001,11.28,4.235888634959348,13.117,13.924399999999999,7.0,2722.5,2627.9,2634.7,2627.8,2634.8,2628.1,2633.8,5.700000000000273,17.0,2628.6,2629.4,0.8000000000001819,7.0,2629.1,2629.4,0.3000000000001819,4.0
16e305cd3d10a0b4c37bde9c7722e2c8,0.01,0.067,18.21,3.5169457547169816,2.41325,3.159073640197387,5.678700000000001,8.200399999999998,8.054,22.432,12.491963443396228,12.5835,2.5743095138787693,14.6641,15.617199999999997,9.0165,20.936,16.59980070754717,16.6675,2.0116075413698247,18.422600000000003,19.250700000000002,6.712,24.751,21.17190769230769,21.51,2.9256793831894323,23.684,24.3421,6.0,21.656,10.645935384615386,10.343,2.1390729668247803,12.3231,13.313099999999999,10.6,3083.8,2653.5,3081.8,2617.0,3077.8,2654.5,3081.8,427.3000000000002,212.0,2661.7,3079.9,418.2000000000003,85.0,3050.1,3078.6,28.5,43.0
175da4863586bd62e76f99114fc97fac,0.1,0.5975,15.945,5.068728155339804,4.658250000000001,2.5840098747986757,6.582,7.3665,4.1,28.3,13.46045145631068,12.5,4.1968735241986765,16.91,18.762,10.0795,16.701,14.301747572815536,14.381,1.0708264926836208,15.019,15.236,8.574,44.407,27.642777906081605,24.213,8.137433682623996,37.9272,42.552200000000006,0.0,17.087,10.213210546574288,10.815,2.567513226640933,11.799499999999998,12.9783,29.8,3580.1,3498.5,3552.5,3299.8,3580.1,3498.6,3543.3,44.70000000000027,103.0,3498.7,3542.6,43.90000000000009,42.0,3498.7,3541.5,42.80000000000018,21.0
1763f50093770656397873fc691265f1,0.1,0.1535,17.487,4.393746606334842,3.022,3.8824253746910897,7.479,10.726,7.721,17.7715,11.39235520361991,11.191,2.4477078529686023,13.75,14.716,10.2165,20.85,16.774325791855205,16.9105,2.4838085977376343,19.056,19.818,6.464,24.741,18.842178111587984,18.999499999999998,2.7263941863910923,20.903,22.128,3.149,19.48,9.392202301989856,9.44,2.3880116171516597,11.2315,12.389,1.0,2935.8,2312.3,2846.7,2312.2,2846.8,2328.8,2846.3,517.5,111.0,2332.2,2842.7,510.5,45.0,2332.3,2842.6,510.2999999999997,23.0
178f3af9ca218fe3fa827b26e0b1f055,0.01,0.055,13.917,2.302045112781955,1.25925,2.651463576940847,3.346,6.497,7.969,24.7375,12.941778195488721,12.934999999999999,3.134863396508379,15.502,16.588,7.0305,20.368,15.268197368421053,15.21425,2.403121423284652,17.306,18.7595,7.971,24.751,21.02474494649227,22.684,4.642217008394267,24.747,24.75,5.18,15.029,8.445075505350774,7.676,2.203202493626745,10.345,12.162,1.6,3392.0,3204.5,3314.9,3204.4,3315.0,3207.6,3314.7,107.09999999999991,133.0,3207.7,3313.7,106.0,54.0,3207.9,3312.6,104.69999999999982,27.0
17fef7979c2165e83ffe13fa77fb4b2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3030.1,5.0,3030.1,5.0,3030.1,,,,,,,,,,,,
188a5a76c14551bbe9dfeeb39f78267d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,3170.95,2.55,3170.95,2.55,3170.95,,,,,,,,,,,,
1985ce133e46136b7d36e49a8ab3a49c,0.01,0.161,16.018,3.188469135802469,2.08275,3.2493314943285125,4.017200000000007,6.844599999999997,7.819,17.0685,12.42896450617284,12.868500000000001,2.0746603033082995,14.140600000000003,14.73675,10.906,20.665,16.520307098765432,16.4585,1.7986948163585927,17.8387,18.8688,7.445,24.751,19.995668080185045,20.376,3.053855026040175,22.393,23.849,4.611,18.491,10.522436006168082,10.275,2.641244518390799,13.0105,14.3095,1.8,3082.9,2526.3,2947.5,2526.2,2947.6,2526.4,2744.0,217.5999999999999,162.0,2545.7,2742.8,197.10000000000036,65.0,2734.5,2739.0,4.5,33.0
